code,validcode,description
B43,0,Chromomycosis and phaeomycotic abscess
B430,1,Cutaneous chromomycosis
B431,1,Phaeomycotic brain abscess
B432,1,Subcutaneous phaeomycotic abscess and cyst
B438,1,Other forms of chromomycosis
B439,1,"Chromomycosis, unspecified"
B44,0,Aspergillosis
B440,1,Invasive pulmonary aspergillosis
B441,1,Other pulmonary aspergillosis
B442,1,Tonsillar aspergillosis
B447,1,Disseminated aspergillosis
B448,1,Other forms of aspergillosis
B449,1,"Aspergillosis, unspecified"
B45,0,Cryptococcosis
B450,1,Pulmonary cryptococcosis
B451,1,Cerebral cryptococcosis
B452,1,Cutaneous cryptococcosis
B453,1,Osseous cryptococcosis
B457,1,Disseminated cryptococcosis
B458,1,Other forms of cryptococcosis
B459,1,"Cryptococcosis, unspecified"
B46,0,Zygomycosis
B460,1,Pulmonary mucormycosis
B461,1,Rhinocerebral mucormycosis
B462,1,Gastrointestinal mucormycosis
B463,1,Cutaneous mucormycosis
B464,1,Disseminated mucormycosis
B465,1,"Mucormycosis, unspecified"
B468,1,Other zygomycoses
B469,1,"Zygomycosis, unspecified"
B47,0,Mycetoma
B470,1,Eumycetoma
B471,1,Actinomycetoma
B479,1,"Mycetoma, unspecified"
B48,0,"Other mycoses, not elsewhere classified"
B480,1,Lobomycosis
B481,1,Rhinosporidiosis
B482,1,Allescheriasis
B483,1,Geotrichosis
B484,1,Penicillosis
B487,1,Opportunistic mycoses
B488,1,Other specified mycoses
B49,1,Unspecified mycosis
B50,0,Plasmodium falciparum malaria
B500,1,Plasmodium falciparum malaria with cerebral complications
B508,1,Other severe and complicated Plasmodium falciparum malaria
B509,1,"Plasmodium falciparum malaria, unspecified"
B51,0,Plasmodium vivax malaria
B510,1,Plasmodium vivax malaria with rupture of spleen
B518,1,Plasmodium vivax malaria with other complications
B519,1,Plasmodium vivax malaria without complication
B52,0,Plasmodium malariae malaria
B520,1,Plasmodium malariae malaria with nephropathy
B528,1,Plasmodium malariae malaria with other complications
B529,1,Plasmodium malariae malaria without complication
B53,0,Other parasitologically confirmed malaria
B530,1,Plasmodium ovale malaria
B531,1,Malaria due to simian plasmodia
B538,1,"Other parasitologically confirmed malaria, not elsewhere classified"
B54,1,Unspecified malaria
B55,0,Leishmaniasis
B550,1,Visceral leishmaniasis
B551,1,Cutaneous leishmaniasis
B552,1,Mucocutaneous leishmaniasis
B559,1,"Leishmaniasis, unspecified"
B56,0,African trypanosomiasis
B560,1,Gambiense trypanosomiasis
B561,1,Rhodesiense trypanosomiasis
B569,1,"African trypanosomiasis, unspecified"
B57,0,Chagas' disease
B570,1,"Acute Chagas' disease with heart involvement (I41.2*,I98.1*)"
B571,1,Acute Chagas disease without heart involvement
B572,1,"Chagas' disease (chronic) with heart involvement (I41.2*, I98.1*)"
B573,1,Chagas disease (chronic) with digestive system involvement
B574,1,Chagas disease (chronic) with nervous system involvement
B575,1,Chagas disease (chronic) with other organ involvement
B58,0,Toxoplasmosis
B580,1,Toxoplasma oculopathy
B581,1,Toxoplasma hepatitis (K77.0*)
B582,1,Toxoplasma meningoencephalitis (G05.2*)
B583,1,Pulmonary toxoplasmosis (J17.3*)
B588,1,Toxoplasmosis with other organ involvement
B589,1,"Toxoplasmosis, unspecified"
B485,1,Pneumocystosis
B60,0,"Other protozoal diseases, not elsewhere classified"
B600,1,Babesiosis
B601,1,Acanthamoebiasis
B602,1,Naegleriasis
B608,1,Other specified protozoal diseases
B64,1,Unspecified protozoal disease
B65,0,Schistosomiasis [bilharziasis]
B650,1,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]
B651,1,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]
B652,1,Schistosomiasis due to Schistosoma japonicum
B653,1,Cercarial dermatitis
B658,1,Other schistosomiases
B659,1,"Schistosomiasis, unspecified"
B66,0,Other fluke infections
B660,1,Opisthorchiasis
B661,1,Clonorchiasis
B662,1,Dicrocoeliasis
B663,1,Fascioliasis
B664,1,Paragonimiasis
B665,1,Fasciolopsiasis
B668,1,Other specified fluke infections
B669,1,"Fluke infection, unspecified"
B67,0,Echinococcosis
B670,1,Echinococcus granulosus infection of liver
B671,1,Echinococcus granulosus infection of lung
B672,1,Echinococcus granulosus infection of bone
B673,1,"Echinococcus granulosus infection, other and multiple sites"
B674,1,"Echinococcus granulosus infection, unspecified"
B675,1,Echinococcus multilocularis infection of liver
B676,1,"Echinococcus multilocularis infection, other and multiple sites"
B677,1,"Echinococcus multilocularis infection, unspecified"
B678,1,"Echinococcosis, unspecified, of liver"
B679,1,"Echinococcosis, other and unspecified"
B68,0,Taeniasis
B680,1,Taenia solium taeniasis
B681,1,Taenia saginata taeniasis
B689,1,"Taeniasis, unspecified"
B69,0,Cysticercosis
B690,1,Cysticercosis of central nervous system
B691,1,Cysticercosis of eye
B692,1,Cysticercosis of skin (TM)
B698,1,Cysticercosis of other sites
B699,1,"Cysticercosis, unspecified"
B70,0,Diphyllobothriasis and sparganosis
B700,1,Diphyllobothriasis
B701,1,Sparganosis
B71,0,Other cestode infections
B710,1,Hymenolepiasis
B711,1,Dipylidiasis
B718,1,Other specified cestode infections
B719,1,"Cestode infection, unspecified"
B72,1,Dracunculiasis
B73,1,Onchocerciasis
B74,0,Filariasis
B740,1,Filariasis due to Wuchereria bancrofti
B741,1,Filariasis due to Brugia malayi
B742,1,Filariasis due to Brugia timori
B743,1,Loiasis
B744,1,Mansonelliasis
B748,1,Other filariases
B749,1,"Filariasis, unspecified"
B75,1,Trichinellosis
B76,0,Hookworm diseases
B760,1,Ancylostomiasis
B761,1,Necatoriasis
B768,1,Other hookworm diseases
B769,1,"Hookworm disease, unspecified"
B77,0,Ascariasis
B770,1,Ascariasis with intestinal complications
B778,1,Ascariasis with other complications
B779,1,"Ascariasis, unspecified"
B78,0,Strongyloidiasis
B780,1,Intestinal strongyloidiasis
B781,1,Cutaneous strongyloidiasis
B787,1,Disseminated strongyloidiasis
B788,1,Other strongyloidiasis (TM)
B789,1,"Strongyloidiasis, unspecified"
B79,1,Trichuriasis
B80,1,Enterobiasis
B81,0,"Other intestinal helminthiases, not elsewhere classified"
B810,1,Anisakiasis
B811,1,Intestinal capillariasis
B812,1,Trichostrongyliasis
B813,1,Intestinal angiostrongyliasis
B814,1,Mixed intestinal helminthiases
B818,1,Other specified intestinal helminthiases
B82,0,Unspecified intestinal parasitism
B820,1,"Intestinal helminthiasis, unspecified"
B829,1,"Intestinal parasitism, unspecified"
B83,0,Other helminthiases
B830,1,Visceral larva migrans
B831,1,Gnathostomiasis
B8310,1,Gnathostomiasis of central nervous system (TM)
B8311,1,Gnathostomiasis of eye (TM)
B8312,1,Gnathostomiasis of skin (TM)
B8318,1,Gnathostomiasis of other sites (TM)
B8319,1,"Gnathostomiasis, unspecified (TM)"
B832,1,Angiostrongyliasis due to Parastrongylus cantonensis
B833,1,Syngamiasis
B834,1,Internal hirudiniasis
B838,1,Other specified helminthiases
B839,1,"Helminthiasis, unspecified"
B85,0,Pediculosis and phthiriasis
B850,1,Pediculosis due to Pediculus humanus capitis
B851,1,Pediculosis due to Pediculus humanus corporis
B852,1,"Pediculosis, unspecified"
B853,1,Phthiriasis
B854,1,Mixed pediculosis and phthiriasis
B86,1,Scabies
B860,0,Scabies due to Sarcoptes scabiei (TM)
B868,0,Other scabies (TM)
B869,0,"Scabies, unspecified (TM)"
B87,0,Myiasis
B870,1,Cutaneous myiasis
B871,1,Wound myiasis
B872,1,Ocular myiasis
B873,1,Nasopharyngeal myiasis
B874,1,Aural myiasis
B878,1,Myiasis of other sites
B879,1,"Myiasis, unspecified"
B88,0,Other infestations
B880,1,Other acariasis
B881,1,Tungiasis [sandflea infestation]
B882,1,Other arthropod infestations
B883,1,External hirudiniasis
B888,1,Other specified infestations
B889,1,"Infestation, unspecified"
B89,1,Unspecified parasitic disease
B90,0,Sequelae of tuberculosis
B900,1,Sequelae of central nervous system tuberculosis
B901,1,Sequelae of genitourinary tuberculosis
B902,1,Sequelae of tuberculosis of bones and joints
B908,1,Sequelae of tuberculosis of other organs
B909,1,Sequelae of respiratory and unspecified tuberculosis
B91,1,Sequelae of poliomyelitis
B92,1,Sequelae of leprosy
B94,0,Sequelae of other and unspecified infectious and parasitic diseases
B940,1,Sequelae of trachoma
B941,1,Sequelae of viral encephalitis
B942,1,Sequelae of viral hepatitis
B948,1,Sequelae of other specified infectious and parasitic diseases
B949,1,Sequelae of unspecified infectious or parasitic disease
B95,0,Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B950,1,"Streptococcus, group A, as the cause of diseases classified to other chapters"
B951,1,"Streptococcus, group B, as the cause of diseases classified to other chapters"
B952,1,Streptococcus group D and enterococcus as the cause of diseases classified to other chapters
B953,1,Streptococcus pneumoniae as the cause of diseases classified to other chapters
B954,1,Other streptococcus as the cause of diseases classified to other chapters
B955,1,Unspecified streptococcus as the cause of diseases classified to other chapters
B956,1,Staphylococcus aureus as the cause of diseases classified to other chapters
B957,1,Other staphylococcus as the cause of diseases classified to other chapters
B958,1,Unspecified staphylococcus as the cause of diseases classified to other chapters
B96,0,Other bacterial agents as the cause of diseases classified to other chapters
B960,1,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters
B961,1,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters
B962,1,Escherichia coli [E. coli] as the cause of diseases classified to other chapters
B963,1,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters
B964,1,Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters
B965,1,Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters
B966,1,Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters
B967,1,Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters
B968,1,Other specified bacterial agents as the cause of diseases classified to other chapters
B9680,0,Helicobacter pyroli as the cause of diseases classified to other chapters (TM)
B9688,0,Other specified bacterial agents as the cause of diseases classified to other chapters (TM)
B97,0,Viral agents as the cause of diseases classified to other chapters
B970,1,Adenovirus as the cause of diseases classified to other chapters
B971,1,Enterovirus as the cause of diseases classified to other chapters
B972,1,Coronavirus as the cause of diseases classified to other chapters
B973,1,Retrovirus as the cause of diseases classified to other chapters
B974,1,Respiratory syncytial virus as the cause of diseases classified to other chapters
B975,1,Reovirus as the cause of diseases classified to other chapters
B976,1,Parvovirus as the cause of diseases classified to other chapters
B977,1,Papillomavirus as the cause of diseases classified to other chapters
B978,1,Other viral agents as the cause of diseases classified to other chapters
B980,1,Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters
B981,1,Vibrio vulnificus as the cause of diseases classified to other chapters
B99,1,Other and unspecified infectious diseases
C00,0,Malignant neoplasm of lip
C000,1,Malignant neoplasm: External upper lip
C001,1,Malignant neoplasm: External lower lip
C002,1,"Malignant neoplasm: External lip, unspecified"
C003,1,"Malignant neoplasm: Upper lip, inner aspect"
C004,1,"Malignant neoplasm: Lower lip, inner aspect"
C005,1,"Malignant neoplasm: Lip, unspecified, inner aspect"
C006,1,Malignant neoplasm: Commissure of lip
C008,1,Malignant neoplasm: Overlapping lesion of lip
C009,1,"Malignant neoplasm: Lip, unspecified"
C01,1,Malignant neoplasm of base of tongue
C02,0,Malignant neoplasm of other and unspecified parts of tongue
C020,1,Malignant neoplasm: Dorsal surface of tongue
C021,1,Malignant neoplasm: Border of tongue
C0210,1,Tip of tongue malignant neoplasm (TM)
C0211,1,Lateral border of tongue malignant neoplasm (TM)
C0219,1,"Border of tongue malignant neoplasm, unspecified (TM)"
C022,1,Malignant neoplasm: Ventral surface of tongue
C023,1,"Malignant neoplasm: Anterior two-thirds of tongue, part unspecified"
C024,1,Malignant neoplasm: Lingual tonsil
C028,1,Malignant neoplasm: Overlapping lesion of tongue
C029,1,"Malignant neoplasm: Tongue, unspecified"
C03,0,Malignant neoplasm of gum
C030,1,Malignant neoplasm: Upper gum
C031,1,Malignant neoplasm: Lower gum
C039,1,"Malignant neoplasm: Gum, unspecified"
C04,0,Malignant neoplasm of floor of mouth
C040,1,Malignant neoplasm: Anterior floor of mouth
C041,1,Malignant neoplasm: Lateral floor of mouth
C048,1,Malignant neoplasm: Overlapping lesion of floor of mouth
C049,1,"Malignant neoplasm: Floor of mouth, unspecified"
C05,0,Malignant neoplasm of palate
C050,1,Malignant neoplasm: Hard palate
C051,1,Malignant neoplasm: Soft palate
C052,1,Malignant neoplasm: Uvula
C058,1,Malignant neoplasm: Overlapping lesion of palate
C059,1,"Malignant neoplasm: Palate, unspecified"
C06,0,Malignant neoplasm of other and unspecified parts of mouth
C060,1,Malignant neoplasm: Cheek mucosa
C061,1,Malignant neoplasm: Vestibule of mouth
C0610,1,Upper  labial sulcus malignant neoplasm (TM)
C0611,1,Upper buccal  sulcus malignant neoplasm (TM)
C0612,1,Lower labial  sulcus malignant neoplasm (TM)
C0613,1,Lower buccal  sulcus malignant neoplasm (TM)
C0614,1,"Upper sulcus, unspecified malignant neoplasm (TM)"
C0615,1,"Lower sulcus, unspecified malignant neoplasm (TM)"
C0619,1,"Vestibule of mouth, unspecified malignant neoplasm (TM)"
C062,1,Malignant neoplasm: Retromolar area
C0620,1,Maxillary tuberosity malignant neoplasm (TM)
C0621,1,Mandibular retromolar area malignant neoplasm (TM)
C0629,1,"Retromolar area, unspecified malignant neoplasm (TM)"
C068,1,Malignant neoplasm: Overlapping lesion of other and unspecified parts of mouth
C069,1,"Malignant neoplasm: Mouth, unspecified"
C07,1,Malignant neoplasm of parotid gland
C08,0,Malignant neoplasm of other and unspecified major salivary glands
C080,1,Malignant neoplasm: Submandibular gland
C081,1,Malignant neoplasm: Sublingual gland
C088,1,Malignant neoplasm: Overlapping lesion of major salivary glands
C089,1,"Malignant neoplasm: Major salivary gland, unspecified"
C09,0,Malignant neoplasm of tonsil
C090,1,Malignant neoplasm: Tonsillar fossa
C091,1,Malignant neoplasm: Tonsillar pillar (anterior)(posterior)
C098,1,Malignant neoplasm: Overlapping lesion of tonsil
C099,1,"Malignant neoplasm: Tonsil, unspecified"
C10,0,Malignant neoplasm of oropharynx
C100,1,Malignant neoplasm: Vallecula
C101,1,Malignant neoplasm: Anterior surface of epiglottis
C102,1,Malignant neoplasm: Lateral wall of oropharynx
C103,1,Malignant neoplasm: Posterior wall of oropharynx
C104,1,Malignant neoplasm: Branchial cleft
C108,1,Malignant neoplasm: Overlapping lesion of oropharynx
C109,1,"Malignant neoplasm: Oropharynx, unspecified"
C11,0,Malignant neoplasm of nasopharynx
C110,1,Malignant neoplasm: Superior wall of nasopharynx
C111,1,Malignant neoplasm: Posterior wall of nasopharynx
C112,1,Malignant neoplasm: Lateral wall of nasopharynx
C113,1,Malignant neoplasm: Anterior wall of nasopharynx
C118,1,Malignant neoplasm: Overlapping lesion of nasopharynx
C119,1,"Malignant neoplasm: Nasopharynx, unspecified"
C12,1,Malignant neoplasm of piriform sinus
C13,0,Malignant neoplasm of hypopharynx
C130,1,Malignant neoplasm: Postcricoid region
C131,1,"Malignant neoplasm: Aryepiglottic fold, hypopharyngeal aspect"
C132,1,Malignant neoplasm: Posterior wall of hypopharynx
C138,1,Malignant neoplasm: Overlapping lesion of hypopharynx
C139,1,"Malignant neoplasm: Hypopharynx, unspecified"
C14,0,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
C140,1,"Malignant neoplasm: Pharynx, unspecified"
C141,1,"Malignant neoplasm of other and ill-defined sites in the lip,oral cavity and pharynx, laryngopharynx"
C142,1,Malignant neoplasm: Waldeyer ring
C148,1,"Malignant neoplasm: Overlapping lesion of lip, oral cavity and pharynx"
C15,0,Malignant neoplasm of oesophagus
C150,1,Malignant neoplasm: Cervical part of oesophagus
C151,1,Malignant neoplasm: Thoracic part of oesophagus
C152,1,Malignant neoplasm: Abdominal part of oesophagus
C153,1,Malignant neoplasm: Upper third of oesophagus
C154,1,Malignant neoplasm: Middle third of oesophagus
C155,1,Malignant neoplasm: Lower third of oesophagus
C158,1,Malignant neoplasm: Overlapping lesion of oesophagus
C159,1,"Malignant neoplasm: Oesophagus, unspecified"
C16,0,Malignant neoplasm of stomach
C160,1,Malignant neoplasm: Cardia
C161,1,Malignant neoplasm: Fundus of stomach
