code,mdc,pdc,cc,maincc,ccrow,hiv_ax,trauma,sex,accpdx,ageduse,agemin,agemax,agedmin
B851,09,9D,0,,0,,N,B,Y,N,0,124,0
M8902,08,8R,0,,0,,N,B,Y,N,0,124,0
M7040,08,8M,0,,0,,N,B,Y,N,0,124,0
O048,14,14H,0,,0,,N,F,Y,N,9,60,0
M8398,08,8J,0,,0,,N,B,Y,N,16,124,0
N958,13,13F,0,,0,,N,F,Y,N,31,124,0
M5399,08,8H,0,,0,,N,B,Y,N,0,124,0
K0721,03,3H,0,,0,,N,B,Y,Y,0,124,28
A239,18,18H,0,,0,,N,B,Y,N,0,124,0
F3310,19,19C,0,,0,,N,B,Y,N,0,124,0
H450,02,2C,0,,0,,N,B,N,N,0,124,0
H903,03,3G,0,,0,,N,B,Y,N,0,124,0
A563,06,6J,0,,0,,N,B,Y,N,1,124,0
S6220,08,8P,0,,0,,0,B,Y,N,0,124,0
L569,09,9D,0,,0,,N,B,Y,N,0,124,0
M4154,08,8H,0,,0,,N,B,Y,N,0,124,0
Q559,12,12E,0,,0,,N,M,Y,N,0,124,0
K1304,03,3H,0,,0,,N,B,Y,N,0,124,0
M912,08,8J,0,,0,,N,B,Y,N,0,124,0
S548,01,1J,0,,0,,0,B,Y,N,0,124,0
S5251,08,8P,0,,0,,7,B,Y,N,0,124,0
F2040,19,19B,0,,0,,N,B,Y,N,0,124,0
G218,01,1D,0,,0,,N,B,Y,N,0,124,0
L049,16,16C,0,,0,E,N,B,Y,N,0,124,0
T674,21,21E,0,,0,,N,B,Y,N,0,124,0
H428,02,2D,0,,0,,N,B,N,Y,0,124,28
M8953,08,8R,0,,0,,N,B,Y,N,0,124,0
R99,23,23D,0,,0,,N,B,Y,N,0,124,0
F330,19,19C,0,,0,,N,B,Y,N,0,124,0
S52108,08,8P,0,,0,,0,B,Y,N,0,124,0
H405,02,2D,0,,0,,N,B,Y,Y,0,124,28
Q185,03,3H,0,,0,,N,B,Y,N,0,124,0
M8096,08,8E,0,,0,,N,B,Y,N,0,124,0
K0528,03,3H,0,,0,,N,B,Y,Y,0,124,28
H612,03,3G,0,,0,,N,B,Y,N,0,124,0
P209,15,,0,,0,,N,B,Y,N,0,0,0
G519,01,1J,0,,0,,N,B,Y,N,0,124,0
K519,06,6E,0,,0,,N,B,Y,N,0,124,0
Q549,12,12E,0,,0,,N,M,Y,N,0,124,0
Q675,08,8R,0,,0,,N,B,Y,N,0,124,0
S223,04,4Q,0,,0,,0,B,Y,N,0,124,0
H356,02,2D,0,,0,,N,B,Y,N,0,124,0
G563,01,1J,0,,0,,N,B,Y,N,0,124,0
K1370,03,3H,0,,0,,N,B,Y,N,0,124,0
H353,02,2D,0,,0,,N,B,Y,N,0,124,0
Z818,23,23D,0,,0,,N,B,Y,N,0,124,0
M031,08,8J,0,,0,,N,B,N,N,0,124,0
H350,02,2D,0,,0,E,N,B,Y,N,0,124,0
H349,02,2B,0,,0,,N,B,Y,N,0,124,0
M0084,08,8G,0,,0,,N,B,Y,N,0,124,0
M401,08,8H,0,,0,,N,B,Y,N,0,124,0
K038,03,3H,0,,0,,N,B,Y,Y,0,124,28
A46,09,9G,0,,0,,N,B,Y,N,0,124,0
H334,02,2C,0,,0,,N,B,Y,N,0,124,0
E02,10,10E,0,,0,,N,B,Y,N,0,124,0
M088,08,8F,0,,0,,N,B,Y,N,0,124,0
M548,08,8H,0,,0,,N,B,Y,N,0,124,0
D074,12,12A,0,,0,,N,M,Y,N,0,124,0
T199,11,11H,0,,0,,N,B,Y,N,0,124,0
G831,01,1U,0,,0,,N,B,Y,N,0,124,0
D171,09,9D,0,,0,,N,B,Y,N,0,124,0
D360,16,16C,0,,0,,N,B,Y,N,0,124,0
N744,13,13E,0,,0,,N,F,N,N,0,124,0
Q630,11,11H,0,,0,,N,B,Y,N,0,124,0
H310,02,2C,0,,0,,N,B,Y,N,0,124,0
F068,19,19K,0,,0,B,N,B,Y,N,0,124,0
Z584,23,23D,0,,0,,N,B,Y,N,0,124,0
H301,02,2D,0,,0,E,N,B,Y,N,0,124,0
Z542,23,23D,0,,0,,N,B,Y,N,0,124,0
M4936,08,8H,0,,0,,N,B,N,N,0,124,0
M2185,08,8R,0,,0,,N,B,Y,N,0,124,0
M402,08,8H,0,,0,,N,B,Y,N,0,124,0
M250,08,8J,0,,0,,N,B,Y,N,0,124,0
H271,02,2D,0,,0,,N,B,Y,N,0,124,0
H270,02,2D,0,,0,,N,B,Y,N,0,124,0
H358,02,2D,0,,0,,N,B,Y,N,0,124,0
Q162,03,3G,0,,0,,N,B,Y,N,0,124,0
T635,21,21C,0,,0,,N,B,Y,N,0,124,0
M6023,08,8M,0,,0,,N,B,Y,N,0,124,0
P112,15,,0,,0,,N,B,Y,N,0,0,0
M8885,08,8J,0,,0,,N,B,Y,N,0,124,0
T472,21,21C,0,,0,,N,B,Y,N,0,124,0
M0301,08,8J,0,,0,,N,B,N,N,0,124,0
H519,02,2D,0,,0,,N,B,Y,N,0,124,0
R011,05,5K,0,,0,,N,B,Y,N,0,124,0
M6515,08,8M,0,,0,,N,B,Y,N,0,124,0
M0154,08,8J,0,,0,,N,B,N,N,0,124,0
G901,01,1U,0,,0,,N,B,Y,N,0,124,0
S620,08,8P,0,,0,,0,B,Y,N,0,124,0
M4835,08,8H,0,,0,,N,B,Y,N,0,124,0
M6713,08,8M,0,,0,,N,B,Y,N,0,124,0
M4791,08,8H,0,,0,,N,B,Y,N,0,124,0
K439,06,6J,0,,0,,N,B,Y,N,0,124,0
Q751,08,8R,0,,0,,N,B,Y,N,0,124,0
R688,23,23B,0,,0,,N,B,Y,N,0,124,0
M0150,08,8J,0,,0,,N,B,N,N,0,124,0
N908,13,13F,0,,0,,N,F,Y,N,0,124,0
I7021,05,5F,0,,0,,N,B,Y,N,1,124,0
R853,23,23B,0,,0,,N,B,Y,N,0,124,0
C412,08,8E,0,,0,,N,B,Y,N,0,124,0
M9909,30,,0,,0,,N,B,N,N,0,124,0
N600,09,9F,0,,0,,N,B,Y,N,0,124,0
M8000,08,8E,0,,0,,N,F,Y,N,31,124,0
M7257,08,8M,0,,0,,N,B,Y,N,0,124,0
M0696,08,8F,0,,0,,N,B,Y,N,16,124,0
M7295,08,8M,0,,0,,N,B,Y,N,0,124,0
T226,22,22C,0,,0,,N,B,Y,N,0,124,0
S7080,09,9H,0,,0,,0,B,Y,N,0,124,0
M859,08,8R,0,,0,,N,B,Y,N,0,124,0
O712,14,14C,0,,0,,N,F,Y,N,9,60,0
H179,02,2D,0,,0,,N,B,Y,N,0,124,0
A207,18,18A,0,,0,,N,B,Y,N,0,124,0
H171,02,2D,0,,0,,N,B,Y,N,0,124,0
A278,18,18K,0,,0,,N,B,Y,N,0,124,0
M7268,08,8M,0,,0,,N,B,Y,N,0,124,0
M2402,08,8R,0,,0,,N,B,Y,N,0,124,0
H163,02,2A,0,,0,,N,B,Y,N,0,124,0
N924,13,13F,0,,0,,N,F,Y,N,1,124,0
H161,02,2D,0,,0,,N,B,Y,N,0,124,0
H160,02,2A,0,,0,,N,B,Y,N,0,124,0
H159,02,2D,0,,0,,N,B,Y,N,0,124,0
H158,02,2D,0,,0,,N,B,Y,N,0,124,0
M7906,08,8L,0,,0,,N,B,Y,N,0,124,0
E042,10,10E,0,,0,,N,B,Y,N,0,124,0
E859,08,8S,0,,0,,N,B,Y,N,0,124,0
Z458,23,23D,0,,0,,N,B,Y,N,0,124,0
A838,01,1K,0,,0,,N,B,Y,N,0,124,0
K0318,03,3H,0,,0,,N,B,Y,Y,0,124,28
E720,10,10D,0,,0,,N,B,Y,N,0,124,0
K0620,03,3H,0,,0,,N,B,Y,Y,0,124,28
D293,12,12E,0,,0,,N,M,Y,N,0,124,0
R103,06,6K,0,,0,,N,B,Y,N,0,124,0
H111,02,2D,0,,0,,N,B,Y,N,0,124,0
H110,02,2D,0,,0,,N,B,Y,N,0,124,0
M8288,08,8J,0,,0,,N,B,N,N,0,124,0
H105,02,2D,0,,0,,N,B,Y,N,0,124,0
H104,02,2D,0,,0,,N,B,Y,N,0,124,0
Q8704,08,8R,0,,0,,N,B,Y,N,0,124,0
M9484,08,8R,0,,0,,N,B,Y,N,0,124,0
H101,02,2D,0,,0,,N,B,Y,N,0,124,0
H063,02,2D,0,,0,,N,B,N,N,0,124,0
T064,08,8R,0,,0,,0,B,Y,N,0,124,0
M8580,08,8R,0,,0,,N,B,Y,N,0,124,0
H060,02,2D,0,,0,,N,B,N,N,0,124,0
D162,08,8R,0,,0,,N,B,Y,N,0,124,0
G242,01,1D,0,,0,,N,B,Y,N,0,124,0
H055,02,2C,0,,0,,N,B,Y,N,0,124,0
Q318,03,3G,0,,0,,N,B,Y,N,0,124,0
M8188,08,8J,0,,0,,N,B,Y,N,0,124,0
M6213,08,8M,0,,0,,N,B,Y,N,0,124,0
K0680,03,3H,0,,0,,N,B,Y,Y,0,124,28
M7300,08,8G,0,,0,,N,B,N,N,0,124,0
N481,12,12C,0,,0,,N,M,Y,N,0,124,0
B3705,03,3H,0,,0,D,N,B,Y,N,0,124,0
I658,01,1G,0,,0,,N,B,Y,N,0,124,0
H042,02,2D,0,,0,,N,B,Y,N,0,124,0
H041,02,2D,0,,0,,N,B,Y,N,0,124,0
Z904,30,,0,,0,,N,B,N,N,0,124,0
M8656,08,8D,0,,0,,N,B,Y,N,0,124,0
Q937,19,19K,0,,0,,N,B,Y,N,0,124,0
E048,10,10E,0,,0,,N,B,Y,N,0,124,0
C762,06,6A,0,,0,,N,B,Y,N,0,124,0
M892,08,8R,0,,0,,N,B,Y,N,0,124,0
M258,08,8L,0,,0,,N,B,Y,N,0,124,0
O229,14,14B,0,,0,,N,F,Y,N,9,60,0
H830,03,3B,0,,0,,N,B,Y,N,0,124,0
M7679,08,8M,0,,0,,N,B,Y,N,0,124,0
M6019,08,8M,0,,0,,N,B,Y,N,0,124,0
H022,02,2D,0,,0,,N,B,Y,N,0,124,0
H021,02,2D,0,,0,,N,B,Y,N,0,124,0
Z840,23,23D,0,,0,,N,B,Y,N,0,124,0
K112,03,3E,0,,0,,N,B,Y,N,0,124,0
P832,15,,0,,0,,N,B,Y,N,0,0,0
S312,12,12E,0,,0,,0,M,Y,N,0,124,0
P154,15,,0,,0,,N,B,Y,N,0,0,0
H000,02,2D,0,,0,,N,B,Y,N,0,124,0
M9992,30,,0,,0,,N,B,N,N,0,124,0
T405,21,21C,0,,0,,N,B,Y,N,0,124,0
A321,18,18H,0,,0,,N,B,Y,N,0,124,0
M812,08,8J,0,,0,,N,B,Y,N,0,124,0
R068,04,4H,0,,0,,N,B,Y,N,0,124,0
M1216,08,8J,0,,0,,N,B,Y,N,0,124,0
M4144,08,8H,0,,0,,N,B,Y,N,0,124,0
N810,13,13F,0,,0,,N,F,Y,N,1,124,0
G961,01,1U,0,,0,,N,B,Y,N,0,124,0
M1233,08,8J,0,,0,,N,B,Y,N,0,124,0
M8356,08,8J,0,,0,E,N,B,Y,N,16,124,0
Z716,23,23D,0,,0,,N,B,Y,N,0,124,0
E071,10,10E,0,,0,,N,B,Y,N,0,124,0
F530,19,19D,0,,0,,N,F,Y,N,9,60,0
G950,01,1D,0,,0,,N,B,Y,N,0,124,0
S323,08,8B,0,,0,,6,B,Y,N,0,124,0
E721,10,10D,0,,0,,N,B,Y,N,0,124,0
H921,03,3G,0,,0,,N,B,Y,N,0,124,0
M4656,08,8H,0,,0,,N,B,Y,N,0,124,0
O842,14,14A,0,,0,,N,F,Y,N,9,60,0
M9486,08,8R,0,,0,,N,B,Y,N,0,124,0
M190,08,8J,0,,0,,N,B,Y,N,0,124,0
M061,08,8S,0,,0,,N,B,Y,N,0,124,0
A484,18,18A,0,,0,,N,B,Y,N,0,124,0
M4604,08,8H,0,,0,,N,B,Y,N,0,124,0
M7993,08,8L,0,,0,,N,B,Y,N,0,124,0
G930,01,1U,0,,0,,N,B,Y,N,0,124,0
H480,02,2B,0,,0,,N,B,N,N,0,124,0
I517,05,5G,0,,0,,N,B,Y,N,0,124,0
K091,03,3H,0,,0,,N,B,Y,N,0,124,0
B814,18,18H,0,,0,,N,B,Y,N,0,124,0
M4641,08,8H,0,,0,,N,B,Y,N,0,124,0
M8589,08,8R,0,,0,,N,B,Y,N,0,124,0
M233,08,8Q,0,,0,,N,B,Y,N,0,124,0
G902,01,1J,0,,0,,N,B,Y,N,0,124,0
G900,01,1J,0,,0,,N,B,Y,N,0,124,0
F1221,20,20F,0,,0,,N,B,Y,N,0,124,0
M138,08,8J,0,,0,,N,B,Y,N,0,124,0
G834,01,1J,0,,0,,N,B,Y,N,0,124,0
M0591,08,8F,0,,0,,N,B,Y,N,16,124,0
G832,01,1U,0,,0,,N,B,Y,N,0,124,0
K029,03,3H,0,,0,,N,B,Y,Y,0,124,28
M707,08,8M,0,,0,,N,B,Y,N,0,124,0
Z802,23,23D,0,,0,,N,B,Y,N,0,124,0
S5220,08,8P,0,,0,,0,B,Y,N,0,124,0
M7075,08,8M,0,,0,,N,B,Y,N,0,124,0
M189,08,8J,0,,0,,N,B,Y,N,0,124,0
P508,15,,0,,0,,N,B,Y,N,0,0,0
N820,13,13F,0,,0,,N,F,Y,N,0,124,0
D239,09,9D,0,,0,,N,B,Y,N,0,124,0
J660,04,4P,0,,0,,N,B,Y,N,1,124,0
M2465,08,8J,0,,0,,N,B,Y,N,0,124,0
H260,02,2D,0,,0,,N,B,Y,N,0,124,0
K0760,03,3H,0,,0,,N,B,Y,Y,0,124,28
N882,13,13F,0,,0,,N,F,Y,N,0,124,0
K0048,03,3H,0,,0,,N,B,Y,Y,0,124,28
M6157,08,8M,0,,0,,N,B,Y,N,0,124,0
K1309,03,3H,0,,0,,N,B,Y,N,0,124,0
G734,01,1U,0,,0,,N,B,N,N,0,124,0
M2154,01,1J,0,,0,,N,B,Y,N,0,124,0
I250,05,5G,0,,0,,N,B,Y,N,1,124,0
F607,19,19H,0,,0,,N,B,Y,N,0,124,0
M166,08,8J,0,,0,,N,B,Y,N,0,124,0
H168,02,2A,0,,0,,N,B,Y,N,0,124,0
J324,03,3D,0,,0,,N,B,Y,N,0,124,0
M7912,08,8L,0,,0,,N,B,Y,N,0,124,0
M6122,08,8M,0,,0,,N,B,Y,N,0,124,0
M9984,30,,0,,0,,N,B,N,N,0,124,0
M7639,08,8M,0,,0,,N,B,Y,N,0,124,0
M7667,08,8M,0,,0,,N,B,Y,N,0,124,0
M8684,08,8D,0,,0,,N,B,Y,N,0,124,0
S040,01,1J,0,,0,,0,B,Y,N,0,124,0
S097,21,21A,0,,0,,0,B,Y,N,0,124,0
M2574,08,8R,0,,0,,N,B,Y,N,0,124,0
J370,03,3D,0,,0,,N,B,Y,Y,0,124,28
T371,21,21C,0,,0,,N,B,Y,N,0,124,0
B332,05,5R,0,,0,,N,B,Y,N,0,124,0
L130,09,9B,0,,0,,N,B,Y,N,0,124,0
Q8701,08,8R,0,,0,,N,B,Y,N,0,124,0
C269,06,6A,0,,0,,N,B,Y,N,0,124,0
G632,01,1J,0,,0,,N,B,N,N,0,124,0
S313,12,12E,0,,0,,0,M,Y,N,0,124,0
P200,15,,0,,0,,N,B,Y,N,0,0,0
P584,15,,0,,0,,N,B,Y,N,0,0,0
M751,08,8M,0,,0,,N,B,Y,N,1,124,0
G620,01,1J,0,,0,,N,B,Y,N,0,124,0
Z883,30,,0,,0,,N,B,N,N,0,124,0
M7927,01,1J,0,,0,E,N,B,Y,N,0,124,0
P152,15,,0,,0,,N,B,Y,N,0,0,0
F554,20,20F,0,,0,,N,B,Y,N,0,124,0
I398,05,5K,0,,0,,N,B,N,N,0,124,0
M4913,08,8H,0,,0,,N,B,N,N,0,124,0
T434,21,21C,0,,0,,N,B,Y,N,0,124,0
M1982,08,8J,0,,0,,N,B,Y,N,0,124,0
M760,08,8M,0,,0,,N,B,Y,N,0,124,0
Z565,23,23D,0,,0,,N,B,Y,N,0,124,0
N768,13,13D,0,,0,,N,F,Y,N,0,124,0
M6882,08,8M,0,,0,,N,B,N,N,0,124,0
M8739,08,8J,0,,0,,N,B,Y,N,0,124,0
K0012,03,3H,0,,0,,N,B,Y,Y,0,124,28
M6205,08,8M,0,,0,,N,B,Y,N,0,124,0
H500,02,2B,0,,0,,N,B,Y,N,0,124,0
M9991,30,,0,,0,,N,B,N,N,0,124,0
S52517,08,8P,0,,0,,7,B,Y,N,0,124,0
M5311,01,1J,0,,0,,N,B,Y,N,0,124,0
H920,03,3G,0,,0,,N,B,Y,N,0,124,0
S52117,08,8P,0,,0,,7,B,Y,N,0,124,0
M2179,08,8R,0,,0,,N,B,Y,N,0,124,0
G564,01,1J,0,,0,,N,B,Y,N,0,124,0
Q3842,03,3H,0,,0,,N,B,Y,N,0,124,0
M7147,08,8M,0,,0,,N,B,Y,N,0,124,0
S52503,08,8P,0,,0,,0,B,Y,N,0,124,0
S52211,08,8P,0,,0,,7,B,Y,N,0,124,0
Z128,23,23D,0,,0,,N,B,Y,N,0,124,0
M6094,08,8L,0,,0,,N,B,Y,N,0,124,0
G551,08,8H,0,,0,,N,B,N,N,0,124,0
R448,23,23B,0,,0,,N,B,Y,N,0,124,0
B353,09,9D,0,,0,,N,B,Y,N,0,124,0
S002,02,2C,0,,0,,0,B,Y,N,0,124,0
F949,19,19J,0,,0,,N,B,Y,N,0,124,0
M629,08,8M,0,,0,,N,B,Y,N,0,124,0
K0329,03,3H,0,,0,,N,B,Y,Y,0,124,28
S027,01,1S,0,,0,,0,B,Y,N,0,124,0
M6530,08,8M,0,,0,,N,B,Y,N,0,124,0
D219,08,8R,0,,0,,N,B,Y,N,0,124,0
S42402,08,8Q,0,,0,,0,B,Y,N,0,124,0
T382,21,21C,0,,0,,N,B,Y,N,0,124,0
G531,01,1J,0,,0,,N,B,N,N,0,124,0
T451,21,21C,0,,0,,N,B,Y,N,0,124,0
H130,02,2D,0,,0,,N,B,N,N,0,124,0
G527,01,1J,0,,0,,N,B,Y,N,0,124,0
S718,09,9H,0,,0,,0,B,Y,N,0,124,0
A78,18,18H,0,,0,,N,B,Y,N,0,124,0
S52513,08,8P,0,,0,,7,B,Y,N,0,124,0
M8553,08,8J,0,,0,,N,B,Y,N,0,124,0
Z855,30,,0,,0,,N,B,N,N,0,124,0
M8533,08,8J,0,,0,,N,B,Y,N,0,124,0
M4893,08,8H,0,,0,,N,B,Y,N,0,124,0
M856,08,8J,0,,0,,N,B,Y,N,0,124,0
C441,02,2E,0,,0,C,N,B,Y,N,0,124,0
M2591,08,8L,0,,0,,N,B,Y,N,0,124,0
O921,14,14C,0,,0,,N,F,Y,N,9,60,0
L550,09,9D,0,,0,,N,B,Y,N,0,124,0
M0837,08,8F,0,,0,,N,B,Y,N,0,124,0
M5481,08,8H,0,,0,,N,B,Y,N,0,124,0
G467,01,1F,0,,0,,N,B,N,N,0,124,0
H170,02,2D,0,,0,,N,B,Y,N,0,124,0
Q423,06,6J,0,,0,,N,B,Y,N,0,124,0
T354,21,21E,0,,0,,N,B,Y,N,0,124,0
C329,03,3A,0,,0,,N,B,Y,N,0,124,0
Z562,23,23D,0,,0,,N,B,Y,N,0,124,0
Q935,19,19K,0,,0,,N,B,Y,N,0,124,0
D45,17,17B,0,,0,,N,B,Y,N,0,124,0
S903,09,9H,0,,0,,0,B,Y,N,0,124,0
T021,08,8R,0,,0,,0,B,Y,N,0,124,0
C492,08,8E,0,,0,,N,B,Y,N,0,124,0
J983,04,4Q,0,,0,,N,B,Y,N,0,124,0
P059,15,,0,,0,,N,B,Y,N,0,0,0
M1122,08,8J,0,,0,,N,B,Y,N,0,124,0
T406,21,21C,0,,0,,N,B,Y,N,0,124,0
T738,21,21E,0,,0,,N,B,Y,N,0,124,0
Q714,08,8R,0,,0,,N,B,Y,N,0,124,0
G441,01,1Q,0,,0,,N,B,Y,N,0,124,0
S8082,09,9H,0,,0,,0,B,Y,N,0,124,0
M123,08,8J,0,,0,,N,B,Y,N,0,124,0
S433,08,8Q,0,,0,,0,B,Y,N,0,124,0
S5315,08,8Q,0,,0,,0,B,Y,N,0,124,0
G432,01,1Q,0,,0,,N,B,Y,N,0,124,0
G431,01,1Q,0,,0,,N,B,Y,N,0,124,0
M4314,08,8H,0,,0,,N,B,Y,N,0,124,0
Q351,03,3H,0,,0,,N,B,Y,N,0,124,0
E778,10,10D,0,,0,,N,B,Y,N,0,124,0
G408,01,1P,0,,0,,N,B,Y,N,0,124,0
M0728,08,8F,0,,0,,N,B,N,N,0,124,0
M234,08,8R,0,,0,,N,B,Y,N,0,124,0
R198,06,6H,0,,0,,N,B,Y,N,0,124,0
O600,14,14E,0,,0,,N,F,Y,N,9,60,0
Q703,08,8R,0,,0,,N,B,Y,N,0,124,0
C139,03,3A,0,,0,,N,B,Y,N,0,124,0
P615,15,,0,,0,,N,B,Y,N,0,0,0
Z873,30,,0,,0,,N,B,N,N,0,124,0
M8890,08,8J,0,,0,,N,B,Y,N,0,124,0
K0372,03,3H,0,,0,,N,B,Y,Y,0,124,28
A799,18,18H,0,,0,,N,B,Y,N,0,124,0
G371,01,1E,0,,0,,N,B,Y,N,0,124,0
G370,01,1E,0,,0,,N,B,Y,N,0,124,0
M0329,08,8J,0,,0,,N,B,N,N,0,124,0
M7739,08,8R,0,,0,,N,B,Y,N,0,124,0
C541,13,13A,0,,0,,N,F,Y,N,0,124,0
M8322,08,8J,0,,0,,N,B,Y,N,16,124,0
M1202,08,8J,0,,0,,N,B,Y,N,0,124,0
M8118,08,8J,0,,0,,N,F,Y,N,1,124,0
G319,01,1D,0,,0,,N,B,Y,N,1,124,0
M8900,08,8R,0,,0,,N,B,Y,N,0,124,0
T334,21,21E,0,,0,,N,B,Y,N,0,124,0
R492,03,3G,0,,0,,N,B,Y,N,0,124,0
K1009,03,3H,0,,0,,N,B,Y,N,0,124,0
G309,01,1D,0,,0,,N,B,Y,N,1,124,0
N648,09,9F,0,,0,,N,B,Y,N,0,124,0
Z501,23,23A,0,,0,,N,B,Y,N,0,124,0
B334,04,4C,0,,0,,N,B,Y,N,0,124,0
M8582,08,8R,0,,0,,N,B,Y,N,0,124,0
J029,03,3D,0,,0,,N,B,Y,N,0,124,0
B839,18,18H,0,,0,,N,B,Y,N,0,124,0
Q178,03,3G,0,,0,,N,B,Y,N,0,124,0
T130,09,9H,0,,0,,0,B,Y,N,0,124,0
K838,07,7E,0,,0,,N,B,Y,N,0,124,0
N766,13,13F,0,,0,,N,F,Y,N,0,124,0
M0691,08,8F,0,,0,,N,B,Y,N,16,124,0
G248,01,1D,0,,0,,N,B,Y,N,0,124,0
G244,01,1U,0,,0,,N,B,Y,N,0,124,0
G243,01,1U,0,,0,,N,B,Y,N,0,124,0
S730,08,8C,0,,0,,0,B,Y,N,0,124,0
G240,01,1U,0,,0,,N,B,Y,N,0,124,0
T204,22,22C,0,,0,,N,B,Y,N,0,124,0
M2361,08,8Q,0,,0,,N,B,Y,N,0,124,0
M8545,08,8J,0,,0,,N,B,Y,N,0,124,0
M2123,08,8R,0,,0,,N,B,Y,N,0,124,0
F459,19,19D,0,,0,,N,B,Y,N,0,124,0
P248,15,,0,,0,,N,B,Y,N,0,0,0
T112,08,8Q,0,,0,,0,B,Y,N,0,124,0
M6586,08,8M,0,,0,,N,B,Y,N,0,124,0
R466,19,19L,0,,0,,N,B,Y,N,0,124,0
Q526,13,13F,0,,0,,N,F,Y,N,0,124,0
G212,01,1D,0,,0,,N,B,Y,N,0,124,0
S6302,08,8P,0,,0,,0,B,Y,N,0,124,0
S72401,08,8A,0,,0,,8,B,Y,N,0,124,0
R829,11,11F,0,,0,,N,B,Y,N,0,124,0
R71,16,16A,0,,0,,N,B,Y,N,0,124,0
G131,01,1D,0,,0,,N,B,N,N,0,124,0
M1196,08,8J,0,,0,,N,B,Y,N,0,124,0
D466,17,17B,0,,0,,N,B,Y,N,0,124,0
T401,21,21C,0,,0,,N,B,Y,N,0,124,0
M7964,08,8L,0,,0,,N,B,Y,N,0,124,0
M7919,08,8L,0,,0,,N,B,Y,N,0,124,0
F819,19,19J,0,,0,,N,B,Y,Y,0,124,28
O120,14,14B,0,,0,,N,F,Y,N,9,60,0
G118,01,1E,0,,0,,N,B,Y,N,0,124,0
S907,09,9H,0,,0,,0,B,Y,N,0,124,0
T426,21,21C,0,,0,,N,B,Y,N,0,124,0
M7146,08,8M,0,,0,,N,B,Y,N,0,124,0
S232,04,4G,0,,0,,0,B,Y,N,0,124,0
Z235,23,23D,0,,0,,N,B,Y,N,0,124,0
R591,16,16C,0,,0,E,N,B,Y,N,0,124,0
R12,06,6H,0,,0,,N,B,Y,N,0,124,0
M891,08,8R,0,,0,,N,B,Y,N,0,124,0
M8280,08,8J,0,,0,,N,B,N,N,0,124,0
S940,01,1J,0,,0,,0,B,Y,N,0,124,0
T039,08,8R,0,,0,,0,B,Y,N,0,124,0
I691,01,1D,0,,0,,N,B,Y,N,0,124,0
Q143,02,2D,0,,0,,N,B,Y,N,0,124,0
G042,01,1K,0,,0,B,N,B,Y,N,0,124,0
S822,08,8Q,0,,0,,0,B,Y,N,0,124,0
N953,13,13F,0,,0,,N,F,Y,N,1,124,0
M1282,08,8K,0,,0,,N,B,Y,N,0,124,0
S752,21,21A,0,,0,,0,B,Y,N,0,124,0
S427,08,8Q,0,,0,,0,B,Y,N,0,124,0
G01,01,1K,0,,0,,N,B,N,N,0,124,0
M2334,08,8Q,0,,0,,N,B,Y,N,0,124,0
G113,01,1E,0,,0,,N,B,Y,N,0,124,0
M6525,08,8M,0,,0,,N,B,Y,N,0,124,0
F99,19,19L,0,,0,,N,B,Y,N,0,124,0
O059,14,14H,0,,0,,N,F,Y,N,9,60,0
M492,08,8H,0,,0,,N,B,N,N,0,124,0
O010,14,14L,0,,0,,N,F,Y,N,9,60,0
F341,19,19D,0,,0,,N,B,Y,N,0,124,0
Z531,23,23D,0,,0,,N,B,Y,N,0,124,0
Q990,10,10E,0,,0,,N,B,Y,N,0,124,0
M0236,08,8F,0,,0,,N,B,Y,N,16,124,0
M7936,09,9C,0,,0,,N,B,Y,N,0,124,0
H458,02,2D,0,,0,,N,B,N,N,0,124,0
S848,01,1J,0,,0,,0,B,Y,N,0,124,0
T749,21,21D,0,,0,,N,B,Y,N,0,124,0
B483,18,18G,0,,0,,N,B,Y,N,0,124,0
H164,02,2D,0,,0,,N,B,Y,N,0,124,0
F174,20,20B,0,,0,,N,B,Y,N,0,124,0
T295,22,22C,0,,0,,N,B,Y,N,0,124,0
M6203,08,8M,0,,0,,N,B,Y,N,0,124,0
D892,16,16C,0,,0,,N,B,Y,N,0,124,0
E835,10,10C,0,,0,,N,B,Y,N,0,124,0
P394,15,,0,,0,,N,B,Y,N,0,0,0
E000,10,10E,0,,0,,N,B,Y,N,0,124,0
S959,21,21A,0,,0,,0,B,Y,N,0,124,0
M922,08,8J,0,,0,,N,B,Y,N,0,124,0
M6218,08,8M,0,,0,,N,B,Y,N,0,124,0
E011,10,10E,0,,0,,N,B,Y,N,0,124,0
E012,10,10E,0,,0,,N,B,Y,N,0,124,0
F4582,19,19D,0,,0,,N,B,Y,N,0,124,0
M7290,08,8M,0,,0,,N,B,Y,N,0,124,0
M6147,08,8M,0,,0,,N,B,Y,N,0,124,0
M797,08,8L,0,,0,,N,B,Y,N,0,124,0
D072,13,13B,0,,0,,N,F,Y,N,0,124,0
H503,02,2B,0,,0,,N,B,Y,N,0,124,0
O832,14,14A,0,,0,,N,F,Y,N,9,60,0
N23,11,11E,0,,0,,N,B,Y,N,0,124,0
S562,08,8P,0,,0,,0,B,Y,N,0,124,0
Q188,03,3G,0,,0,,N,B,Y,N,0,124,0
R869,23,23B,0,,0,,N,M,Y,N,0,124,0
B531,18,18C,0,,0,,N,B,Y,N,0,124,0
