code,mdc,pdc,cc,maincc,ccrow,hiv_ax,trauma,sex,accpdx,ageduse,agemin,agemax,agedmin
P236,15,,0,,0,,N,B,Y,N,0,0,0
T220,22,22C,0,,0,,N,B,Y,N,0,124,0
H038,02,2D,0,,0,,N,B,N,N,0,124,0
H475,01,1U,0,,0,,N,B,Y,N,0,124,0
F510,19,19F,0,,0,,N,B,Y,N,0,124,0
O366,14,14B,0,,0,,N,F,Y,N,9,60,0
E506,02,2D,0,,0,E,N,B,Y,N,0,124,0
M7284,08,8M,0,,0,,N,B,Y,N,0,124,0
D310,02,2D,0,,0,,N,B,Y,N,0,124,0
Q753,08,8R,0,,0,,N,B,Y,N,0,124,0
Z448,23,23A,0,,0,,N,B,Y,N,0,124,0
A661,09,9D,0,,0,,N,B,Y,N,0,124,0
K0714,03,3H,0,,0,,N,B,Y,N,0,124,0
D734,16,16C,0,,0,,N,B,Y,N,0,124,0
N511,12,12C,0,,0,,N,M,N,N,0,124,0
M0632,08,8F,0,,0,,N,B,Y,N,0,124,0
O334,14,14B,0,,0,,N,F,Y,N,9,60,0
T307,22,22B,0,,0,,N,B,Y,N,0,124,0
Z048,23,23D,0,,0,,N,B,Y,N,0,124,0
M4358,08,8H,0,,0,,N,B,Y,N,0,124,0
A599,18,18H,0,,0,,N,B,Y,N,1,124,0
A982,18,18F,0,,0,,N,B,Y,N,0,124,0
B370,03,3H,0,,0,D,N,B,Y,N,0,124,0
F55,20,20F,0,,0,,N,B,Y,N,0,124,0
K0112,03,3H,0,,0,,N,B,Y,Y,0,124,28
M220,08,8Q,0,,0,,N,B,Y,N,0,124,0
H311,02,2D,0,,0,,N,B,Y,N,0,124,0
D762,16,16C,0,,0,,N,B,Y,N,0,124,0
M7267,08,8M,0,,0,,N,B,Y,N,0,124,0
A692,18,18H,0,,0,,N,B,Y,N,0,124,0
N329,11,11H,0,,0,,N,B,Y,N,0,124,0
M855,08,8J,0,,0,,N,B,Y,N,0,124,0
M6540,08,8M,0,,0,,N,B,Y,N,0,124,0
T950,30,,0,,0,,N,B,N,N,0,124,0
T370,21,21C,0,,0,,N,B,Y,N,0,124,0
A719,02,2A,0,,0,,N,B,Y,N,0,124,0
E349,10,10E,0,,0,,N,B,Y,N,0,124,0
A748,06,6J,0,,0,,N,B,Y,N,0,124,0
Z203,23,23D,0,,0,,N,B,Y,N,0,124,0
M4787,08,8H,0,,0,,N,B,Y,N,0,124,0
S199,21,21A,0,,0,,0,B,Y,N,0,124,0
S72409,08,8A,0,,0,,8,B,Y,N,0,124,0
A759,18,18H,0,,0,,N,B,Y,N,0,124,0
F701,19,19K,0,,0,,N,B,Y,N,0,124,0
D197,08,8R,0,,0,,N,B,Y,N,0,124,0
F720,19,19K,0,,0,,N,B,Y,N,0,124,0
D758,16,16C,0,,0,,N,B,Y,N,0,124,0
D752,16,16C,0,,0,,N,B,Y,N,0,124,0
F4533,19,19D,0,,0,,N,B,Y,N,0,124,0
O047,14,14K,0,,0,,N,F,Y,N,9,60,0
S441,01,1J,0,,0,,7,B,Y,N,0,124,0
M1385,08,8J,0,,0,,N,B,Y,N,0,124,0
M4928,08,8H,0,,0,,N,B,N,N,0,124,0
M6612,08,8M,0,,0,,N,B,Y,N,0,124,0
B89,18,18H,0,,0,,N,B,Y,N,0,124,0
Q709,08,8R,0,,0,,N,B,Y,N,0,124,0
M7299,08,8M,0,,0,,N,B,Y,N,0,124,0
L249,09,9D,0,,0,,N,B,Y,N,0,124,0
M0602,08,8F,0,,0,,N,B,Y,N,16,124,0
P369,15,,0,,0,,N,B,Y,N,0,0,0
G369,01,1E,0,,0,,N,B,Y,N,0,124,0
P768,15,,0,,0,,N,B,Y,N,0,0,0
T601,21,21C,0,,0,,N,B,Y,N,0,124,0
N485,12,12E,0,,0,,N,M,Y,N,0,124,0
A830,01,1K,0,,0,,N,B,Y,N,0,124,0
E034,10,10E,0,,0,,N,B,Y,N,0,124,0
M4622,08,8D,0,,0,,N,B,Y,N,0,124,0
A833,01,1K,0,,0,,N,B,Y,N,0,124,0
A834,01,1K,0,,0,,N,B,Y,N,0,124,0
M7138,08,8M,0,,0,,N,B,Y,N,0,124,0
M6794,08,8M,0,,0,,N,B,Y,N,0,124,0
M6089,08,8L,0,,0,,N,B,Y,N,0,124,0
M0918,08,8J,0,,0,,N,B,N,N,0,124,0
M6657,08,8M,0,,0,,N,B,Y,N,0,124,0
S3641,06,6J,0,,0,,3,B,Y,N,0,124,0
K001,03,3H,0,,0,,N,B,Y,Y,0,124,28
D144,04,4M,0,,0,,N,B,Y,N,0,124,0
A228,18,18H,0,,0,,N,B,Y,N,0,124,0
E358,10,10E,0,,0,,N,B,N,N,0,124,0
Q909,19,19K,0,,0,,N,B,Y,N,0,124,0
K0489,03,3H,0,,0,,N,B,Y,Y,0,124,28
M1098,08,8J,0,,0,,N,B,Y,N,0,124,0
A870,01,1L,0,,0,B,N,B,Y,N,0,124,0
M8003,08,8E,0,,0,,N,F,Y,N,31,124,0
N40,12,12B,0,,0,,N,M,Y,N,1,124,0
M8513,08,8R,0,,0,,N,B,Y,N,0,124,0
D467,17,17B,0,,0,,N,B,Y,N,0,124,0
A503,02,2A,0,,0,,N,B,Y,N,1,124,0
M4652,08,8H,0,,0,,N,B,Y,N,0,124,0
A888,01,1K,0,,0,,N,B,Y,N,0,124,0
M6234,08,8M,0,,0,,N,B,Y,N,0,124,0
A218,18,18H,0,,0,,N,B,Y,N,0,124,0
M1014,21,21C,0,,0,,N,B,Y,N,0,124,0
Z036,23,23D,0,,0,,N,B,Y,N,0,124,0
S5261,08,8P,0,,0,,7,B,Y,N,0,124,0
M8899,08,8J,0,,0,,N,B,Y,N,0,124,0
M0684,08,8F,0,,0,,N,B,Y,N,16,124,0
M9434,08,8R,0,,0,,N,B,Y,N,0,124,0
D166,08,8R,0,,0,,N,B,Y,N,0,124,0
M941,08,8R,0,,0,,N,B,Y,N,0,124,0
Q274,05,5F,0,,0,,N,B,Y,N,0,124,0
M8924,08,8R,0,,0,,N,B,Y,N,0,19,0
M8662,08,8D,0,,0,,N,B,Y,N,0,124,0
A929,18,18F,0,,0,,N,B,Y,N,0,124,0
T959,30,,0,,0,,N,B,N,N,0,124,0
P391,15,,0,,0,,N,B,Y,N,0,0,0
Z202,23,23D,0,,0,,N,B,Y,N,0,124,0
M9415,08,8R,0,,0,,N,B,Y,N,0,124,0
Q758,08,8R,0,,0,,N,B,Y,N,0,124,0
M4159,08,8H,0,,0,,N,B,Y,N,0,124,0
Q953,23,23D,0,,0,,N,B,Y,N,0,124,0
M4926,08,8H,0,,0,,N,B,N,N,0,124,0
A968,18,18F,0,,0,,N,B,Y,N,0,124,0
Z003,30,,0,,0,,N,B,N,N,8,19,0
H332,02,2C,0,,0,,N,B,Y,N,0,124,0
M8147,08,8J,0,,0,,N,B,Y,N,0,124,0
Z030,23,23D,0,,0,,N,B,Y,N,0,124,0
A983,18,18F,0,,0,,N,B,Y,N,0,124,0
A011,18,18H,0,,0,,N,B,Y,N,0,124,0
S708,09,9H,0,,0,,0,B,Y,N,0,124,0
L219,09,9D,0,,0,,N,B,Y,N,0,124,0
E069,10,10E,0,,0,,N,B,Y,N,0,124,0
D732,16,16C,0,,0,,N,B,Y,N,0,124,0
M6624,08,8M,0,,0,,N,B,Y,N,0,124,0
M2558,08,8L,0,,0,,N,B,Y,N,0,124,0
R770,23,23B,0,,0,,N,B,Y,N,0,124,0
D730,16,16C,0,,0,,N,B,Y,N,0,124,0
G256,01,1U,0,,0,,N,B,Y,N,0,124,0
D002,06,6A,0,,0,,N,B,Y,N,0,124,0
M8914,08,8R,0,,0,,N,B,Y,N,0,19,0
M911,08,8J,0,,0,,N,B,Y,N,0,124,0
D728,16,16C,0,,0,,N,B,Y,N,0,124,0
R062,04,4H,0,,0,,N,B,Y,N,0,124,0
D442,10,10E,0,,0,,N,B,Y,N,0,124,0
M7780,08,8M,0,,0,,N,B,Y,N,0,124,0
M9039,08,8J,0,,0,,N,B,N,N,0,124,0
M1993,08,8J,0,,0,,N,B,Y,N,0,124,0
M7085,08,8M,0,,0,,N,B,Y,N,0,124,0
K317,06,6H,0,,0,,N,B,Y,N,0,124,0
Q612,11,11K,0,,0,,N,B,Y,N,0,124,0
N069,11,11H,0,,0,,N,B,Y,N,0,124,0
B069,18,18F,0,,0,,N,B,Y,N,0,124,0
Q393,06,6J,0,,0,,N,B,Y,N,0,124,0
B080,18,18F,0,,0,,N,B,Y,N,0,124,0
M8314,08,8J,0,,0,,N,B,Y,N,31,124,0
M2301,08,8Q,0,,0,,N,B,Y,N,0,124,0
F176,20,20B,0,,0,,N,B,Y,N,0,124,0
S627,08,8P,0,,0,,0,B,Y,N,0,124,0
C148,03,3A,0,,0,,N,B,Y,N,0,124,0
D1011,03,3H,0,,0,,N,B,Y,N,0,124,0
M1109,08,8J,0,,0,,N,B,Y,N,0,124,0
B150,07,7D,0,,0,,N,B,Y,N,0,124,0
D513,16,16A,0,,0,E,N,B,Y,N,0,124,0
M0290,08,8J,0,,0,,N,B,Y,N,0,124,0
Z8924,30,,0,,0,,N,B,N,N,0,124,0
I693,01,1D,0,,0,,N,B,Y,N,0,124,0
M9130,08,8J,0,,0,,N,B,Y,N,0,124,0
D412,11,11C,0,,0,,N,B,Y,N,0,124,0
M7916,08,8L,0,,0,,N,B,Y,N,0,124,0
L7081,09,9D,0,,0,,N,B,Y,N,0,124,0
M0628,08,8F,0,,0,,N,B,Y,N,0,124,0
M0318,08,8J,0,,0,,N,B,N,N,0,124,0
M8048,08,8E,0,,0,,N,B,Y,N,0,124,0
M2536,08,8R,0,,0,,N,B,Y,N,0,124,0
M769,08,8M,0,,0,,N,B,Y,N,0,124,0
S382,12,12E,0,,0,,0,B,Y,N,0,124,0
M015,08,8J,0,,0,,N,B,N,N,0,124,0
M9083,08,8J,0,,0,,N,B,N,N,0,124,0
M2572,08,8R,0,,0,,N,B,Y,N,0,124,0
Q392,06,6J,0,,0,,N,B,Y,N,0,124,0
M418,08,8H,0,,0,,N,B,Y,N,0,124,0
M9906,30,,0,,0,,N,B,N,N,0,124,0
M1239,08,8J,0,,0,,N,B,Y,N,0,124,0
N981,13,13F,0,,0,,N,F,Y,N,9,60,0
M4390,08,8H,0,,0,,N,B,Y,N,0,124,0
N945,13,13F,0,,0,,N,F,Y,N,1,124,0
L711,09,9D,0,,0,,N,B,Y,N,0,124,0
B768,06,6L,0,,0,,N,B,Y,N,0,124,0
Z281,23,23D,0,,0,,N,B,Y,N,0,124,0
D320,01,1C,0,,0,,N,B,Y,N,0,124,0
Q829,09,9D,0,,0,,N,B,Y,N,0,124,0
H470,02,2B,0,,0,,N,B,Y,N,0,124,0
P002,15,,0,,0,,N,B,Y,N,0,0,0
S42011,08,8Q,0,,0,,0,B,Y,N,0,124,0
T388,21,21C,0,,0,,N,B,Y,N,0,124,0
Q6885,08,8R,0,,0,,N,B,Y,N,0,124,0
F2048,19,19B,0,,0,,N,B,Y,N,0,124,0
M4796,08,8H,0,,0,,N,B,Y,N,0,124,0
Z736,23,23D,0,,0,,N,B,Y,N,0,124,0
L910,09,9D,0,,0,,N,B,Y,N,0,124,0
L110,09,9D,0,,0,,N,B,Y,N,0,124,0
D332,01,1C,0,,0,,N,B,Y,N,0,124,0
I678,01,1H,0,,0,,N,B,Y,N,0,124,0
M2364,08,8Q,0,,0,,N,B,Y,N,0,124,0
F3800,19,19C,0,,0,,N,B,Y,N,0,124,0
M1213,08,8J,0,,0,,N,B,Y,N,0,124,0
Q418,06,6J,0,,0,,N,B,Y,N,0,124,0
M1901,08,8J,0,,0,,N,B,Y,N,0,124,0
M0223,08,8J,0,,0,,N,B,Y,N,0,124,0
J331,03,3G,0,,0,,N,B,Y,N,0,124,0
N817,13,13F,0,,0,,N,F,Y,N,1,124,0
M8519,08,8R,0,,0,,N,B,Y,N,0,124,0
I891,09,9G,0,,0,,N,B,Y,N,0,124,0
T570,21,21C,0,,0,,N,B,Y,N,0,124,0
O809,14,14A,0,,0,,N,F,Y,N,9,60,0
T318,22,22A,0,,0,,N,B,Y,N,0,124,0
E786,10,10D,0,,0,,N,B,Y,N,0,124,0
S859,21,21A,0,,0,,0,B,Y,N,0,124,0
Z462,23,23D,0,,0,,N,B,Y,N,0,124,0
B333,18,18F,0,,0,,N,B,Y,N,0,124,0
D150,16,16C,0,,0,,N,B,Y,N,0,124,0
T513,21,21C,0,,0,,N,B,Y,N,0,124,0
T6301,21,21C,0,,0,,N,B,Y,N,0,124,0
B341,18,18F,0,,0,,N,B,Y,N,0,124,0
H313,02,2C,0,,0,,N,B,Y,N,0,124,0
M5384,08,8H,0,,0,,N,B,Y,N,0,124,0
G547,01,1J,0,,0,,N,B,Y,N,0,124,0
C56,13,13C,0,,0,,N,F,Y,N,0,124,0
M725,08,8M,0,,0,,N,B,Y,N,0,124,0
B352,09,9D,0,,0,,N,B,Y,N,0,124,0
B741,18,18H,0,,0,,N,B,Y,N,0,124,0
F3810,19,19C,0,,0,,N,B,Y,N,0,124,0
B355,09,9D,0,,0,,N,B,Y,N,0,124,0
D898,16,16C,0,,0,,N,B,Y,N,0,124,0
M9942,30,,0,,0,,N,B,N,N,0,124,0
B358,09,9D,0,,0,,N,B,Y,N,0,124,0
L22,09,9D,0,,0,,N,B,Y,N,0,124,0
M0742,08,8J,0,,0,,N,B,N,N,16,124,0
T213,22,22B,0,,0,,N,B,Y,N,0,124,0
I499,05,5L,0,,0,,N,B,Y,N,0,124,0
A65,18,18H,0,,0,,N,B,Y,N,0,124,0
D439,01,1C,0,,0,,N,B,Y,N,0,124,0
Q289,05,5F,0,,0,,N,B,Y,N,0,124,0
A673,09,9D,0,,0,,N,B,Y,N,0,124,0
A64,13,13D,0,,0,,N,B,Y,N,0,124,0
M8390,08,8J,0,,0,,N,B,Y,N,16,124,0
A850,01,1K,0,,0,B,N,B,Y,N,0,124,0
I951,05,5P,0,,0,,N,B,Y,N,0,124,0
S6241,08,8P,0,,0,,0,B,Y,N,0,124,0
B3706,03,3H,0,,0,D,N,B,Y,N,0,124,0
F412,19,19D,0,,0,,N,B,Y,N,0,124,0
M7241,08,8M,0,,0,,N,B,Y,N,0,124,0
M1386,08,8J,0,,0,,N,B,Y,N,0,124,0
M8737,08,8J,0,,0,,N,B,Y,N,0,124,0
R462,19,19L,0,,0,,N,B,Y,N,0,124,0
S6260,08,8P,0,,0,,0,B,Y,N,0,124,0
H3600,02,2D,0,,0,,N,B,N,N,0,124,0
Z132,23,23D,0,,0,,N,B,Y,N,0,124,0
M1024,08,8J,0,,0,,N,B,Y,N,0,124,0
K0983,03,3H,0,,0,,N,B,Y,N,0,124,0
K0922,03,3H,0,,0,,N,B,Y,N,0,124,0
Z659,23,23D,0,,0,,N,B,Y,N,0,124,0
S0059,09,9H,0,,0,,0,B,Y,N,0,124,0
O655,14,14A,0,,0,,N,F,Y,N,9,60,0
D022,04,4M,0,,0,,N,B,Y,N,0,124,0
M405,08,8H,0,,0,,N,B,Y,N,0,124,0
S52501,08,8P,0,,0,,0,B,Y,N,0,124,0
A985,11,11D,0,,0,,N,B,Y,N,0,124,0
O698,14,14A,0,,0,,N,F,Y,N,9,60,0
G971,01,1Q,0,,0,,N,B,Y,N,0,124,0
M7130,08,8M,0,,0,,N,B,Y,N,0,124,0
S52002,08,8P,0,,0,,0,B,Y,N,0,124,0
R293,01,1U,0,,0,,N,B,Y,N,0,124,0
M6789,08,8M,0,,0,,N,B,Y,N,0,124,0
M2106,08,8R,0,,0,,N,B,Y,N,0,124,0
Q046,01,1U,0,,0,,N,B,Y,N,0,124,0
E259,10,10E,0,,0,,N,B,Y,N,0,124,0
S52311,08,8P,0,,0,,7,B,Y,N,0,124,0
A327,18,18H,0,,0,,N,B,Y,N,0,124,0
Z400,23,23D,0,,0,,N,B,Y,N,0,124,0
N490,12,12C,0,,0,,N,M,Y,N,0,124,0
S5318,08,8Q,0,,0,,0,B,Y,N,0,124,0
D011,06,6A,0,,0,,N,B,Y,N,0,124,0
S929,08,8P,0,,0,,0,B,Y,N,0,124,0
B431,01,1C,0,,0,,N,B,Y,N,0,124,0
M6504,08,8M,0,,0,,N,B,Y,N,0,124,0
B438,18,18G,0,,0,,N,B,Y,N,0,124,0
M4107,08,8H,0,,0,,N,B,Y,N,0,124,0
T519,21,21C,0,,0,,N,B,Y,N,0,124,0
S6301,08,8P,0,,0,,0,B,Y,N,0,124,0
M2400,08,8R,0,,0,,N,B,Y,N,0,124,0
M2490,08,8R,0,,0,,N,B,Y,N,0,124,0
P393,15,,0,,0,,N,B,Y,N,0,0,0
M4380,08,8H,0,,0,,N,B,Y,N,0,124,0
M6506,08,8M,0,,0,,N,B,Y,N,0,124,0
I673,01,1D,0,,0,D,N,B,Y,N,0,124,0
M6265,08,8M,0,,0,,N,B,Y,N,0,124,0
M0818,08,8F,0,,0,,N,B,Y,N,0,124,0
Q8285,09,9D,0,,0,,N,B,Y,N,0,124,0
Q121,02,2D,0,,0,,N,B,Y,N,0,124,0
E648,10,10C,0,,0,E,N,B,Y,N,0,124,0
I778,05,5F,0,,0,,N,B,Y,N,0,124,0
S52510,08,8P,0,,0,,7,B,Y,N,0,124,0
D257,13,13F,0,,0,,N,F,Y,N,0,124,0
S635,08,8P,0,,0,,0,B,Y,N,0,124,0
M8717,08,8J,0,,0,,N,B,Y,N,0,124,0
M8357,08,8J,0,,0,E,N,B,Y,N,16,124,0
M4203,08,8J,0,,0,,N,B,Y,N,0,124,0
H028,02,2D,0,,0,,N,B,Y,N,0,124,0
S622,08,8P,0,,0,,0,B,Y,N,0,124,0
G513,01,1J,0,,0,,N,B,Y,N,0,124,0
O367,14,14B,0,,0,,N,F,Y,N,9,60,0
O662,14,14A,0,,0,,N,F,Y,N,9,60,0
F88,19,19J,0,,0,,N,B,Y,Y,0,124,28
B49,18,18G,0,,0,,N,B,Y,N,0,124,0
M9974,30,,0,,0,,N,B,N,N,0,124,0
P238,15,,0,,0,,N,B,Y,N,0,0,0
Q825,09,9D,0,,0,,N,B,Y,N,0,124,0
L080,09,9G,0,,0,,N,B,Y,N,0,124,0
O212,14,14B,0,,0,,N,F,Y,N,9,60,0
B519,18,18C,0,,0,,N,B,Y,N,0,124,0
T603,21,21C,0,,0,,N,B,Y,N,0,124,0
E662,10,10C,0,,0,,N,B,Y,N,0,124,0
M235,08,8R,0,,0,,N,B,Y,N,0,124,0
E041,10,10E,0,,0,,N,B,Y,N,0,124,0
S204,09,9H,0,,0,,0,B,Y,N,0,124,0
S8231,08,8Q,0,,0,,8,B,Y,N,0,124,0
K631,06,6J,0,,0,,N,B,Y,N,0,124,0
B551,09,9C,0,,0,,N,B,Y,N,0,124,0
M8180,08,8J,0,,0,,N,B,Y,N,0,124,0
M8182,08,8J,0,,0,,N,B,Y,N,0,124,0
I898,16,16C,0,,0,,N,B,Y,N,0,124,0
O121,14,14B,0,,0,,N,F,Y,N,9,60,0
S5241,08,8P,0,,0,,7,B,Y,N,0,124,0
M8311,08,8J,0,,0,,N,B,Y,N,31,124,0
B571,18,18H,0,,0,,N,B,Y,N,0,124,0
M0592,08,8F,0,,0,,N,B,Y,N,16,124,0
B574,01,1K,0,,0,,N,B,Y,N,0,124,0
M7980,08,8L,0,,0,,N,B,Y,N,0,124,0
Q388,03,3G,0,,0,,N,B,Y,N,0,124,0
Z563,23,23D,0,,0,,N,B,Y,N,0,124,0
S52317,08,8P,0,,0,,7,B,Y,N,0,124,0
M6291,08,8M,0,,0,,N,B,Y,N,0,124,0
B357,09,9D,0,,0,,N,B,Y,N,0,124,0
M2556,08,8L,0,,0,,N,B,Y,N,0,124,0
S919,21,21A,0,,0,,0,B,Y,N,0,124,0
K819,07,7E,0,,0,,N,B,Y,N,0,124,0
M9970,30,,0,,0,,N,B,N,N,0,124,0
E799,10,10D,0,,0,,N,B,Y,N,0,124,0
B653,09,9C,0,,0,,N,B,Y,N,0,124,0
I528,05,5G,0,,0,,N,B,N,N,0,124,0
K0713,03,3H,0,,0,,N,B,Y,N,0,124,0
E328,16,16C,0,,0,,N,B,Y,N,0,124,0
A872,01,1L,0,,0,,N,B,Y,N,0,124,0
D352,10,10E,0,,0,,N,B,Y,N,0,124,0
P398,15,,0,,0,,N,B,Y,N,0,0,0
O076,14,14H,0,,0,,N,F,Y,N,9,60,0
P800,15,,0,,0,,N,B,Y,N,0,0,0
M0133,08,8G,0,,0,,N,B,N,N,0,124,0
N341,12,12C,0,,0,,N,B,Y,N,0,124,0
M0834,08,8F,0,,0,,N,B,Y,N,0,124,0
A022,18,18H,0,,0,D,N,B,Y,N,0,124,0
Q283,01,1U,0,,0,,N,B,Y,N,0,124,0
Q832,09,9F,0,,0,,N,B,Y,N,0,124,0
L248,09,9D,0,,0,,N,B,Y,N,0,124,0
S750,21,21A,0,,0,,8,B,Y,N,0,124,0
B676,18,18H,0,,0,,N,B,Y,N,0,124,0
J399,03,3D,0,,0,,N,B,Y,N,0,124,0
F1002,20,20A,0,,0,,N,B,Y,N,0,124,0
K061,03,3H,0,,0,,N,B,Y,Y,0,124,28
R620,10,10C,0,,0,E,N,B,Y,N,0,19,0
B681,06,6L,0,,0,,N,B,Y,N,0,124,0
M5312,01,1J,0,,0,,N,B,Y,N,0,124,0
S92312,08,8P,0,,0,,0,B,Y,N,0,124,0
M8780,08,8J,0,,0,,N,B,Y,N,0,124,0
R780,23,23D,0,,0,,N,B,Y,N,0,124,0
H922,03,3G,0,,0,,N,B,Y,N,0,124,0
M4311,08,8H,0,,0,,N,B,Y,N,0,124,0
K1204,03,3H,0,,0,,N,B,Y,N,0,124,0
M925,08,8J,0,,0,,N,B,Y,N,0,124,0
A510,12,12C,0,,0,,N,B,Y,N,1,124,0
M508,08,8H,0,,0,,N,B,Y,N,0,124,0
R001,05,5M,0,,0,,N,B,Y,N,0,124,0
Z464,23,23D,0,,0,,N,B,Y,N,0,124,0
H933,03,3G,0,,0,,N,B,Y,N,0,124,0
B73,18,18H,0,,0,,N,B,Y,N,0,124,0
B740,18,18H,0,,0,,N,B,Y,N,0,124,0
M1236,08,8J,0,,0,,N,B,Y,N,0,124,0
Z9660,30,,0,,0,,N,B,N,N,0,124,0
B743,18,18H,0,,0,,N,B,Y,N,0,124,0
M1984,08,8J,0,,0,,N,B,Y,N,0,124,0
M6801,08,8M,0,,0,,N,B,N,N,0,124,0
M431,08,8H,0,,0,,N,B,Y,N,0,124,0
M0147,08,8J,0,,0,,N,B,N,N,0,124,0
P241,15,,0,,0,,N,B,Y,N,0,0,0
R8760,23,23B,0,,0,,N,F,Y,N,0,124,0
C131,03,3A,0,,0,,N,B,Y,N,0,124,0
Z044,23,23D,0,,0,,N,B,Y,N,0,124,0
M6592,08,8M,0,,0,,N,B,Y,N,0,124,0
R223,09,9D,0,,0,,N,B,Y,N,0,124,0
A301,18,18H,0,,0,,N,B,Y,N,0,124,0
Z311,23,23D,0,,0,,N,F,Y,N,9,60,0
A028,18,18H,0,,0,D,N,B,Y,N,0,124,0
S3250,08,8B,0,,0,,6,B,Y,N,0,124,0
Z882,30,,0,,0,,N,B,N,N,0,124,0
Q795,06,6J,0,,0,,N,B,Y,N,0,124,0
B811,06,6L,0,,0,,N,B,Y,N,0,124,0
B812,06,6L,0,,0,,N,B,Y,N,0,124,0
M2415,08,8R,0,,0,,N,B,Y,N,0,124,0
M540,09,9C,0,,0,,N,B,Y,N,0,124,0
M4600,08,8H,0,,0,,N,B,Y,N,0,124,0
M724,08,8M,0,,0,,N,B,Y,N,0,124,0
M076,08,8J,0,,0,,N,B,N,N,0,124,0
M2383,08,8Q,0,,0,,N,B,Y,N,0,124,0
M0237,08,8F,0,,0,,N,B,Y,N,16,124,0
B8318,18,18H,0,,0,,N,B,Y,N,0,124,0
P038,15,,0,,0,,N,B,Y,N,0,0,0
R195,06,6H,0,,0,,N,B,Y,N,0,124,0
A078,06,6G,0,,0,,N,B,Y,N,0,124,0
M2124,08,8R,0,,0,,N,B,Y,N,0,124,0
O750,14,14A,0,,0,,N,F,Y,N,9,60,0
Z644,23,23D,0,,0,,N,B,Y,N,0,124,0
S041,01,1J,0,,0,,0,B,Y,N,0,124,0
D047,09,9C,0,,0,,N,B,Y,N,0,124,0
R430,01,1U,0,,0,,N,B,Y,N,0,124,0
F648,19,19H,0,,0,,N,B,Y,N,0,124,0
N921,13,13F,0,,0,,N,F,Y,N,1,124,0
D311,02,2D,0,,0,,N,B,Y,N,0,124,0
Z8945,30,,0,,0,,N,B,N,N,0,124,0
M0594,08,8F,0,,0,,N,B,Y,N,16,124,0
O311,14,14B,0,,0,,N,F,Y,N,9,60,0
S330,08,8H,0,,0,,0,B,Y,N,0,124,0
R268,01,1U,0,,0,,N,B,Y,N,0,124,0
M2514,08,8L,0,,0,,N,B,Y,N,0,124,0
B874,09,9D,0,,0,,N,B,Y,N,0,124,0
M1119,08,8J,0,,0,,N,B,Y,N,0,124,0
R857,23,23B,0,,0,,N,B,Y,N,0,124,0
J210,04,4L,0,,0,,N,B,Y,N,0,124,0
M8711,08,8J,0,,0,,N,B,Y,N,0,124,0
N423,12,12E,0,,0,,N,M,Y,N,1,124,0
Z443,09,9F,0,,0,,N,B,Y,N,0,124,0
L921,09,9D,0,,0,,N,B,Y,N,0,124,0
S231,08,8H,0,,0,,0,B,Y,N,0,124,0
M7900,08,8L,0,,0,,N,B,Y,N,0,124,0
S4083,09,9H,0,,0,,0,B,Y,N,0,124,0
M7971,08,8L,0,,0,,N,B,Y,N,0,124,0
Q4108,06,6J,0,,0,,N,B,Y,N,0,124,0
F652,19,19H,0,,0,,N,B,Y,N,0,124,0
K0328,03,3H,0,,0,,N,B,Y,Y,0,124,28
B91,01,1U,0,,0,,N,B,Y,N,1,124,0
S659,21,21A,0,,0,,0,B,Y,N,0,124,0
A251,18,18H,0,,0,,N,B,Y,N,0,124,0
M1111,08,8J,0,,0,,N,B,Y,N,0,124,0
E508,10,10C,0,,0,E,N,B,Y,N,0,124,0
M7103,08,8M,0,,0,,N,B,Y,N,0,124,0
T393,21,21C,0,,0,,N,B,Y,N,0,124,0
S611,21,21A,0,,0,,0,B,Y,N,0,124,0
M0302,08,8J,0,,0,,N,B,N,N,0,124,0
S061,01,1R,0,,0,,1,B,Y,N,0,124,0
M6254,08,8M,0,,0,,N,B,Y,N,0,124,0
L922,09,9D,0,,0,,N,B,Y,N,0,124,0
B956,30,,0,,0,,N,B,N,N,0,124,0
T904,30,,0,,0,,N,B,N,N,0,124,0
P033,15,,0,,0,,N,B,Y,N,0,0,0
M7119,08,8M,0,,0,,N,B,Y,N,0,124,0
S3271,08,8R,0,,0,,6,B,Y,N,0,124,0
M8054,08,8E,0,,0,,N,B,Y,N,1,124,0
B964,30,,0,,0,,N,B,N,N,0,124,0
B965,30,,0,,0,,N,B,N,N,0,124,0
E630,10,10C,0,,0,E,N,B,Y,N,0,124,0
K080,03,3H,0,,0,,N,B,Y,Y,0,124,28
F199,20,20B,0,,0,,N,B,Y,N,0,124,0
Q142,02,2D,0,,0,,N,B,Y,N,0,124,0
R398,11,11F,0,,0,,N,B,Y,N,0,124,0
M8194,08,8J,0,,0,,N,B,Y,N,0,124,0
R203,01,1U,0,,0,,N,B,Y,N,0,124,0
K0980,03,3H,0,,0,,N,B,Y,N,0,124,0
K0378,03,3H,0,,0,,N,B,Y,Y,0,124,28
Z240,23,23D,0,,0,,N,B,Y,N,0,124,0
D685,16,16C,0,,0,,N,B,Y,N,0,124,0
O709,14,14A,0,,0,,N,F,Y,N,9,60,0
M530,01,1J,0,,0,,N,B,Y,N,0,124,0
M6288,08,8M,0,,0,,N,B,Y,N,0,124,0
A227,18,18A,0,,0,,N,B,Y,N,0,124,0
C001,03,3A,0,,0,,N,B,Y,N,0,124,0
